"title","channel_title","category_id","category_desc","views","likes","dislikes","comment_total","day","month"
"Drivers fight after crash at Anderson, Indiana race","RTV6 The Indy Channel",25,"News & Politics",245451,602,171,585,20,1
"Storm Ophelia makes landfall in Ireland","Guardian Wires",25,"News & Politics",390885,935,167,343,20,1
"Chris Hemsworth and Mark Ruffalo Australian Interview - Secret Plot Twist Revealed?  (2017)","WalrusRider",24,"Entertainment",224997,350,59,104,20,1
"Jordan​ and​ ​Lindsay’s - Foxtrot - Dancing with the Stars","Dancing With The Stars",24,"Entertainment",327508,5175,116,346,20,1
"Pumpkin Spice Oreo Taste Test!","iJustine",22,"People & Blogs",155160,6462,376,1584,20,1
"28 Things I'd Tell My Younger Self! Life Lessons | Ingrid Nilsen","Ingrid Nilsen",26,"Howto & Style",101925,7946,104,754,20,1
"Blake Lively - Talks About Harvey Weinstein - GMA","CelebNews17",24,"Entertainment",534498,1723,662,689,20,1
"How Do MASSIVE Sinkholes Form?","Life Noggin",27,"Education",425636,14033,387,1527,20,1
"How Video Games are Turning into Movies","Cracked",23,"Comedy",267714,6274,735,920,20,1
"VINTAGE SHOPPING FOR THE FIRST TIME! (a mess lol)","Amber Scholl",26,"Howto & Style",477069,20933,751,2324,20,1
"$3 Ramen Vs. $79 Ramen • Japan","BuzzFeedVideo",22,"People & Blogs",7247085,166096,5618,15670,20,1
"APPLE PARK October 2017 Drone Tour 4K","Matthew Roberts",25,"News & Politics",151169,1019,167,299,20,1
"Katy Perry - Making Of “Swish Swish” Music Video ft. Nicki Minaj","KatyPerryVEVO",10,"Music",1585955,62305,3069,3914,20,1
"What the Bannon vs. McConnell fight means for Trump and the GOP","PBS NewsHour",25,"News & Politics",38755,304,91,0,20,1
"Pixel 2 Classic Unboxing","Linus Tech Tips",28,"Science & Technology",454310,17471,762,1491,20,1
"First cosmic event seen in gravitational waves and light!","National Science Foundation",28,"Science & Technology",139354,1516,55,0,20,1
"Brad Paisley - Heaven South","BRADPAISLEYVEVO",10,"Music",117852,2151,61,133,20,1
"Trump slams Clinton for defending NFL anthem protests","Business Insider",25,"News & Politics",55254,1259,759,1864,20,1
"10 Kitchen Gadgets put to the Test - part 17","CrazyRussianHacker",28,"Science & Technology",1290256,27819,912,2151,20,1
"Daniel Brühl, Luke Evans and Dakota Fanning: The Alienist Official Trailer #2 [2018] | TNT","TNT",24,"Entertainment",763728,1370,59,156,20,1
"Sue Perkins Delivers Superb Rant About Harvey Weinstein - The Last Leg","The Last Leg",23,"Comedy",51427,837,47,72,20,1
"LP - Lost On You (A Night at The McKittrick Hotel)","LP",10,"Music",109853,6430,57,428,20,1
"MONSTER MASH - (Pop Punk Halloween cover by Jonathan Young)","Jonathan Young",10,"Music",103018,8546,57,706,20,1
"…What The Rock is Cooking: Tomahawk Steak & Twice Baked Potato","The Rock",24,"Entertainment",102237,4384,428,480,20,1
"How To Cook Perfect Rice Every Time","Tasty",26,"Howto & Style",720201,20643,1571,3561,20,1
"Kellywise - SNL","Saturday Night Live",24,"Entertainment",6381689,127027,7900,8904,20,1
"Demi Lovato Plays With Puppies (While Answering Fan Questions)","BuzzFeed Celeb",22,"People & Blogs",431027,19152,285,1275,20,1
"Black Panther: New Trailer Finds Chadwick Boseman Taking the Throne - Movie Talk","ColliderVideos",24,"Entertainment",86845,2419,123,603,20,1
"Danielle Bradbery - Sway","DanielleBradberyVEVO",10,"Music",159714,4351,163,291,20,1
"Is Space Travel Possible??","ElectroBOOM",28,"Science & Technology",359922,31580,349,3474,20,1
"7 Easy Halloween DIYs","BuzzFeed Nifty",26,"Howto & Style",78941,2140,84,114,20,1
"RICK AND MORTY SZECHUAN SAUCE VS HOMEMADE","HellthyJunkFood",24,"Entertainment",525684,10695,1228,1276,20,1
"My baby hears me for the first time and is almost moved to tears!","Christy Keane",22,"People & Blogs",919726,2532,41,142,20,1
"Cat vs Dog - Best Support Class","TierZoo",20,"Gaming",370320,21325,694,5356,20,1
"LIVING WITH ACNE [trądzik]","Kat Napiorkowska",1,"Film & Animation",20722,3335,19,183,20,1
"The Rabbit Hole of Learning","Mike Boyd",24,"Entertainment",205345,11833,110,1036,20,1
"Hurricane Ophelia: Thousands lose power as storm hits Ireland - BBC News","BBC News",25,"News & Politics",209522,876,73,744,20,1
"MY MORNING ROUTINE: FALL 2017","Bethany Mota",26,"Howto & Style",957006,62020,1183,4101,20,1
"Cyclopia: A Rare Birth Defect That Could Help Cure Cancer","SciShow",27,"Education",221695,7886,141,531,20,1
"What Uses Less Gas - Coasting Or Engine Braking?","Engineering Explained",2,"Cars & Vehicles",454043,8862,361,1890,20,1
"I Got The Perfect Suit For My Wedding","Boldly",22,"People & Blogs",920294,26901,4330,2502,20,1
"Tommy Geez Finally out of Jail! (Cardi B ex & 03G afflicted)","Triz Cru TV",10,"Music",5044,5,1,3,20,1
"Film Theory: Is The Emoji Movie ILLEGAL? (feat. Jacksfilms)","The Film Theorists",1,"Film & Animation",4808247,163078,15360,26029,20,1
"Video of Storm Ophelia in Ireland","Washington Post",25,"News & Politics",8044,12,0,8,20,1
"Mike Leach Press Conference Oct. 16","WSUCougarAthletics",17,"Sports",7612,30,4,4,20,1
"Adrian Peterson:'The Sky Is The Limit' | Cardinals vs Buccaneers Week 6 | Oct 15, 2017","NFL Interviews",22,"People & Blogs",44208,373,58,170,20,1
"What does Colin Kaepernick's collusion case really mean?","USA TODAY Sports",17,"Sports",6005,26,94,135,20,1
"Mutual Human Actuation (UIST 2017)","HassoPlattnerInstitute HCI",28,"Science & Technology",25635,196,10,9,20,1
"The future of medical technology","Mark Rober",28,"Science & Technology",187249,9025,273,941,20,1
"TeensyStep High Speed Stepper Library","Lutz Niggl",28,"Science & Technology",3034,25,0,7,20,1
"I Hired A CIA Spy To Find My Secret Photo","BuzzFeedBlue",22,"People & Blogs",1909224,44451,8637,5927,20,1
"Spider-Man in 10,000 Dominoes!","Hevesh5",24,"Entertainment",2146711,15950,2377,1233,20,1
"Bruno Mars - Just The Way You Are [ONE VOICE: SOMOS LIVE! Performance]","Bruno Mars",10,"Music",2253576,151922,970,9389,20,1
"Thrust SSC - still the only car to travel faster than the speed of sound","BLOODHOUND SSC - 1,000 mph car",28,"Science & Technology",125416,1199,70,211,20,1
"Whats inside a LIFE SAVING Watch?","What's Inside?",28,"Science & Technology",963746,9261,4078,2052,20,1
"Atlas and Orion are just like all other siblings","RM Videos",23,"Comedy",14303,41,0,2,20,1
"Roy Hibbert on ‘The Watch’ | NBA Previewpalooza | The Ringer","The Ringer",24,"Entertainment",4775,47,0,4,20,1
"Activist Tamika Mallory kicked off flight over seating dispute","UseFul Video",20,"Gaming",1597,12,11,42,20,1
"Tiësto ft. Aloe Blacc & Stargate - Carry You Home (Official Video)","Tiësto",10,"Music",125786,7045,138,320,20,1
"Mixing All My Eyeshadows Together","Safiya Nygaard",22,"People & Blogs",3796631,164924,1808,18949,20,1
"Sean Hughes comedian","JBJmanagement",23,"Comedy",57742,80,14,0,20,1
"19 ASMR Triggers | CHRIS & BRITTANY","Chris Reinacher",22,"People & Blogs",83448,5278,233,302,20,1
"Wabash kicker takes his blocked field goal in for TD","D3sports.com",17,"Sports",332066,839,107,124,20,1
"How To Wear Halloween Makeup Every Day | Beauty With Mi | Refinery29","Refinery29",26,"Howto & Style",18101,451,26,41,20,1
"More evacuations in Northern California as wildfires kill 40","ABC News",25,"News & Politics",23869,310,23,333,20,1
"Fidget spinner spinning in space!","NASA Johnson",28,"Science & Technology",2251125,19626,1555,4648,20,1
"Bicycle Law Breaker","Darren Doucette",27,"Education",2482,6,19,32,20,1
"#WindowsDevDay -  Fluent Design","Windows Developer",28,"Science & Technology",462552,1507,262,369,20,1
"DEEP Chinese Street Food Tour in Sichuan, China | BEST BRAIN + RABBIT (Spicy ADVENTURE)","The Food Ranger",19,"Travel & Events",396811,10633,279,1552,20,1
"Joe Jonas and Sophie Turner Are Engaged -- See the Ring!","Entertainment Tonight",10,"Music",24678,297,21,54,20,1
"The genius of Leonardo da Vinci","CBS Sunday Morning",25,"News & Politics",11750,172,5,13,20,1
"Alec Benjamin - Gabriel (MUSIC VIDEO)","Alec Benjamin",10,"Music",54158,7129,33,1347,20,1
"Piccadilly Lights - The Future","Landsec",25,"News & Politics",11439,0,0,0,20,1
"Sticker Factory | Stoned Mode","Super Deluxe",24,"Entertainment",31116,1085,21,118,20,1
"Blake Lively's Daughter Eats Raw Meat Like a White Walker","The Tonight Show Starring Jimmy Fallon",23,"Comedy",1527062,18412,667,772,20,1
"Playing Boston Celtics Jaylen Brown 1 on 1 *must watch*","TLSTV",22,"People & Blogs",139883,816,45,115,20,1
"Why Is Ayesha Curry Sending Pics of Her Feet to Steph Curry?","The Real Daytime",24,"Entertainment",334715,1742,62,279,20,1
"RIDING BMX IN A CONSTRUCTION SITE!","Scotty Cranmer",24,"Entertainment",181768,5322,153,346,20,1
"The U.S. & Russia Are Building a Deep Space Gateway, Here's What You Need to Know","Seeker",28,"Science & Technology",311143,7689,377,1106,20,1
"Abby Loves The Proclaimers - I'm Gonna Be (500 Miles)","Liza & Albbie",24,"Entertainment",23345,150,6,15,20,1
"The New Mutants | Official Trailer [HD] | 20th Century FOX","20th Century Fox",1,"Film & Animation",6694485,39893,6144,8125,20,1
"Jonathan Taylor Rips Off 67-YD TD vs. Purdue","Big Ten Network",17,"Sports",27913,116,7,2,20,1
"NO POMEGRANATES","Jan N",22,"People & Blogs",1775069,55761,881,8339,20,1
"Alesso & Anitta - Is That For Me (Official Music Video)","Alesso",10,"Music",14849524,618436,108966,84942,20,1
"How to Not Get Bullied | Lele Pons","Lele Pons",23,"Comedy",3590139,123153,5492,7264,20,1
"Harvey Weinstein, Donald Trump and Systemic Sexism: A Closer Look","Late Night with Seth Meyers",23,"Comedy",2904362,36732,8097,7096,20,1
"Nicole Kidman Gets Flustered Talking About Alexander Skarsgård | The Graham Norton Show","The Graham Norton Show",24,"Entertainment",671200,5082,49,426,20,1
"Filling In For Jon Batiste","Gus Johnson",23,"Comedy",124697,5855,379,382,20,1
"Why Only 1 Gram Of This Material Is Worth $25 Billion Dollars","RealLifeLore",27,"Education",2099266,47822,2912,6949,20,1
"IRONMAN World Championship 2017","IRONMANTriathlon",24,"Entertainment",100714,415,39,29,20,1
"Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Lyric Video]","Bebe Rexha",10,"Music",1338267,51387,678,1866,20,1
"Make PCB with a LCD mask","Ionel Ciobanuc",28,"Science & Technology",33250,259,17,32,20,1
"BATTLEGROUNDS The Movie! (Official Fake Trailer)","nigahiga",24,"Entertainment",1514756,133819,1512,12293,21,1
"Taylor Swift - Gorgeous (Lyric Video)","TaylorSwiftVEVO",10,"Music",6918730,433662,23713,51957,21,1
"Why Age? Should We End Aging Forever?","Kurzgesagt – In a Nutshell",27,"Education",1488330,91121,1354,15123,21,1
"Why Die?","CGP Grey",27,"Education",1271622,73148,5204,11404,21,1
"Rick and Morty Cartoon Food Taste Test","Good Mythical Morning",24,"Entertainment",1254248,40322,3087,7916,21,1
"Exotic Animals in Ancient Rome","Sam O'Nella Academy",22,"People & Blogs",381233,29936,334,2894,21,1
"Movie Spoilers | Anwar Jibawi","Anwar Jibawi",23,"Comedy",968212,47345,824,2596,21,1
"ULTRA RARE! - Velvet Worm","Brave Wilderness",15,"Pets & Animals",722939,39830,328,6068,21,1
"Chiefs vs. Raiders | NFL Week 7 Game Highlights","NFL",17,"Sports",1077354,16661,529,4593,21,1
"'Harry Styles' Scares Niall Horan","TheEllenShow",24,"Entertainment",1269128,45324,517,1331,21,1
"I, TONYA [Official Teaser] – In Theaters Winter 2017","NEON",22,"People & Blogs",1042121,5727,2873,1747,21,1
"Academy Anecdotes (School Stories)","TheOdd1sOut",23,"Comedy",3234214,174524,2466,38990,21,1
"Pink Addresses The Christina Aguilera Beef | Plead The Fifth | WWHL","Watch What Happens Live with Andy Cohen",24,"Entertainment",378505,2948,249,626,21,1
"Stephen A. Smith outraged at LaVar Ball's comments about Lonzo debut | SportsCenter | ESPN","ESPN",17,"Sports",822925,11584,713,4482,21,1
"[OFFICIAL VIDEO] Away in a Manger – Pentatonix","PTXofficial",10,"Music",578268,48741,964,6210,21,1
"$10,000 DOG VS. $1 DOG","jacksfilms",23,"Comedy",2450266,176514,4617,14985,21,1
"10 Kitchen Gadgets put to the Test - Part 18","CrazyRussianHacker",28,"Science & Technology",1301753,26237,938,4006,21,1
"MY BRAND NEW SHOW!!","Liza Koshy",23,"Comedy",4679882,358575,2337,17211,21,1
"MY GIRLFRIEND PICKS MY OUTFITS!","PewDiePie",23,"Comedy",2510236,159579,4527,22495,21,1
"Sauces | Basics with Babish","Binging with Babish",24,"Entertainment",838819,46624,399,4309,21,1
"I Dressed Like It Was 1987","Safiya Nygaard",22,"People & Blogs",2485566,137268,1305,17739,21,1
"Your Body Is Amazing Pt. 2","AsapSCIENCE",28,"Science & Technology",1044384,25668,934,2212,21,1
"We Try Playing Grand Theft Auto 5 Without Breaking Any Laws","BuzzFeedBlue",20,"Gaming",1309013,22548,3783,3258,21,1
"Pokémon GO - Spooky Pokémon Sableye, Banette, and Others Arrive in Pokémon GO!","Pokémon GO",20,"Gaming",489806,7583,337,1320,21,1
"My Dogs Try On Halloween Costumes","JennaMarbles",23,"Comedy",2535760,193495,1954,26616,21,1
"Harry Potter Theory: How The Sorcerer's Stone Was Made (ft. Seamus Gorman)","SuperCarlinBrothers",22,"People & Blogs",204577,10944,339,2530,21,1
"Detroit Pistons | #Trending: Eminem Surprises LCA Crowd","DetPistonsOfficial",17,"Sports",528750,3848,3073,2609,21,1
"Pretending To Be Klay Thompson","BigDawsTv",23,"Comedy",4921026,169123,3855,12985,21,1
"5 Legends The Shield eliminated: List This!","WWE",17,"Sports",525062,15690,458,1208,21,1
"Charlie Puth - How Long [Official Video]","Charlie Puth",10,"Music",5202733,410255,4227,33921,21,1
"Marvel's The Punisher | Official Trailer 2 [HD] | Netflix","Netflix",24,"Entertainment",1598039,42250,511,4817,21,1
"Homemade Nintendo Switch- NinTIMdo RP","TimEE",22,"People & Blogs",33319,438,31,74,21,1
"Kids Try 100 Years of Chicken | Bon Appétit","Bon Appétit",24,"Entertainment",178020,2369,257,595,21,1
"Pokemon fan jumps over fence @ white house","Happy",22,"People & Blogs",89514,664,390,591,21,1
"KUWTK | Kourtney & Khloe Kardashian Prank a Sleeping Kendall Jenner | E!","E! Entertainment",24,"Entertainment",601943,8198,953,388,21,1
"The Dump - Cyanide & Happiness Shorts","ExplosmEntertainment",23,"Comedy",1251980,45262,3544,4007,21,1
"How to Explode a Pumpkin - Don't Actually Do This","William Osman",28,"Science & Technology",99539,5789,36,535,21,1
"Pixel 2 Durability Test! - Scratch and BEND tested...","JerryRigEverything",26,"Howto & Style",536350,22763,1308,5148,21,1
"5 Days Of DIY Halloween Costumes | Try Living With Lucie | Refinery29","Refinery29",26,"Howto & Style",35695,1180,36,150,21,1
"Tim McGraw, Faith Hill - The Rest of Our Life Music Video (Behind the Scenes: Tim McGraw)","TimMcGrawVEVO",10,"Music",8031,198,13,18,21,1
"Halloween Look : Disney Villain Ursula","Nicole Guerriero",22,"People & Blogs",214522,22751,253,3780,21,1
"Rita Ora - Anywhere (Official Video)","Rita Ora",24,"Entertainment",313441,16278,272,1040,21,1
"Baez belts two homers as Cubs force Game 5: 10/18/17","MLB",17,"Sports",180354,718,134,439,21,1
"Liam Payne - Bedroom Floor (Lyric Video)","LiamPayneVEVO",10,"Music",1212581,155411,1763,9931,21,1
"Artie Lange Is Raw and Uncensored While Eating Spicy Wings | Hot Ones","First We Feast",26,"Howto & Style",678695,19969,686,4728,21,1
"12 STRONG - Official Trailer","Warner Bros. Pictures",24,"Entertainment",2125732,14916,1253,2128,21,1
"CONFRONTING MY FIRST LOVE","shane",22,"People & Blogs",3457680,324969,4060,42212,21,1
"Martin Garrix & Matisse & Sadko - Forever (Official Music Video)","Martin Garrix",10,"Music",1043836,109405,1069,6159,21,1
"White House press briefing: Chief of Staff John Kelly on how military deals with soldiers' death","ABC News",25,"News & Politics",33009,413,128,269,21,1
"I Love You, Daddy - Trailer","Trailers Promos Teasers",24,"Entertainment",503577,5402,1096,1471,21,1
"Jason Aldean, Keith Urban and More Cover “I Won’t Back Down” | 2017 CMT Artists of the Year","CMT",24,"Entertainment",131294,996,147,186,21,1
"Hayley Kiyoko - Feelings [Official Video]","Hayley Kiyoko",10,"Music",742448,83399,437,5794,21,1
"KATY PERRY GETS STUCK IN THE AIR AT HER CONCERT IN NASHVILLE","Dance with Dre",10,"Music",123334,126,214,197,21,1
"Marshmello - Silence Ft. Khalid (Official Music Video)","marshmello",10,"Music",1325564,122859,1301,8023,21,1
"ETERNITY CALVIN KLEIN","Calvin Klein",24,"Entertainment",66854,602,12,46,21,1
"Chris Young - Blacked Out (Audio)","ChrisYoungVEVO",10,"Music",29989,1116,18,36,21,1
"Bobi Andonov - Apartment (Official Video)","BobiAndonovVEVO",10,"Music",246185,751,53,91,21,1
"Zach Williams - Fear Is a Liar (Official Lyric Video)","zachwilliamsVEVO",10,"Music",15601,715,32,72,21,1
"Blue Planet II Trailer 2 - BBC Earth","BBC Earth",15,"Pets & Animals",47077,2705,7,290,21,1
"How Mario Got His Mustache (and His Name!)","Great Big Story",20,"Gaming",96636,3868,60,454,21,1
"CNCO - Mamita (Audio)","CNCOVEVO",10,"Music",912689,111166,1447,13442,21,1
"Rep. Frederica Wilson Recounts Trump's Call To Widow Of Fallen Soldier | The View","The View",25,"News & Politics",277934,2831,2748,4095,21,1
"NEEDTOBREATHE - WALKING ON WATER [Official Video]","NEEDTOBREATHE",10,"Music",26629,1179,29,125,21,1
"Kelly Clarkson - Meaning of Life [Official Audio]","Kelly Clarkson",10,"Music",104758,3884,61,423,21,1
"The Real Reason Taxes Suck (And Why They Don't Have To)","CollegeHumor",23,"Comedy",1356350,39999,2245,6227,21,1
"Star Wars: The Last Jedi New York Comic Con Experience","Star Wars",24,"Entertainment",258540,11421,150,651,21,1
"The Chi (2018) | Season 1 Teaser Trailer | Lena Waithe & Common SHOWTIME Series","The Chi",24,"Entertainment",78708,668,125,357,21,1
"Out Loud (Official Music Video)","Gabbie Hanna",26,"Howto & Style",2937924,343485,10423,70773,21,1
"Cardi B Performs Bodak Yellow","Jimmy Kimmel Live",23,"Comedy",412789,9146,1197,1354,21,1
"Jeff Bezos smashes bottle of champagne while perched on top of a giant wind mill","Tech Insider",28,"Science & Technology",54244,640,149,203,21,1
"Capital Kings - Rip It Up (feat. Aaron Cole) [Official Music Video]","CAPITAL KINGS",10,"Music",42187,4075,117,489,21,1
"The Voice 2017 - And Your 4th Coach Is… (Digital Exclusive)","The Voice",24,"Entertainment",379437,4089,283,904,21,1
"Nintendo Switch - Video Capture","Nintendo",20,"Gaming",380029,20054,488,5136,21,1
"Top 10 Clara Moments","HiHo Kids",22,"People & Blogs",77507,6001,43,566,21,1
"The Vamps, Maggie Lindemann - Personal","TheVampsVEVO",10,"Music",324873,50173,220,3241,21,1
"How David Fincher Hijacks Your Eyes","Nerdwriter1",24,"Entertainment",1050212,59636,747,2731,21,1
"Google Pixel 2 XL Reassembly! (Teardown in Reverse 🙃)","iFixit Video",28,"Science & Technology",36078,789,50,52,21,1
"Saving An Iguana Four Miles Offshore","Key West Kayak Fishing",17,"Sports",532738,15126,124,2014,21,1
"Venom F5 Unveiling Event - November 1 @ 11 AM Pacific","Hennessey Performance",2,"Cars & Vehicles",42659,618,9,189,21,1
"Rachel Platten - Collide (Audio)","RachelPlattenVEVO",10,"Music",31033,2943,29,223,21,1
"Gordon Hayward Addresses the Boston Celtics Home Crowd | October 18, 2017","NBA",17,"Sports",182097,4497,40,351,21,1
"Chewy Salted Chocolate Caramels | Cupcake Jemma","CupcakeJemma",26,"Howto & Style",75121,3692,40,159,21,1
"Dejounte Murray Full Highlights 2017.10.18 vs Timberwolves - 16 Pts, 7-8 FGM!","FreeDawkins",17,"Sports",40639,639,11,327,21,1
"The Talk - 'Destiny's Child' Michelle Williams Candid on Depression; 'I was suicidal'","The Talk",24,"Entertainment",40060,429,74,190,21,1
"31 LAST MINUTE DIY HALLOWEEN COSTUMES","Smosh",23,"Comedy",564269,24162,1401,1622,21,1
"LaVar Ball Answers Basketball Questions From Twitter | Tech Support | WIRED","WIRED",17,"Sports",617208,18865,1299,1564,21,1
"Unmasking California’s New White Supremacists","ProPublica",25,"News & Politics",8162,90,32,46,21,1
