Amazon,,,,Starbucks,,,,Coca-Cola,,,,S&P 500,,,
date,close,Price Change,Return,date,close,Price Change,Return,date,close,Price Change,Return,date,close,Price Change,Return
6/15/2011,185.98,-3.98,-2.10,6/15/2011,15.7382,-0.1851,-1.16,6/15/2011,26.6773,-0.2628,-0.98,6/15/2011,110.5663,-2.0021,-1.78
6/16/2011,183.65,-2.33,-1.25,6/16/2011,15.8646,0.1264,0.80,6/16/2011,26.8908,0.2135,0.80,6/16/2011,110.81,0.2437,0.22
6/17/2011,186.37,2.72,1.48,6/17/2011,16,0.1354,0.85,6/17/2011,26.9442,0.0534,0.20,6/17/2011,111.1391,0.3291,0.30
6/20/2011,187.72,1.35,0.72,6/20/2011,16.1761,0.1761,1.10,6/20/2011,27.0304,0.0862,0.32,6/20/2011,111.7076,0.5685,0.51
6/21/2011,194.23,6.51,3.47,6/21/2011,16.5824,0.4063,2.51,6/21/2011,27.207,0.1766,0.65,6/21/2011,113.2385,1.5309,1.37
6/22/2011,191.63,-2.6,-1.34,6/22/2011,16.8307,0.2483,1.50,6/22/2011,27.2645,0.0575,0.21,6/22/2011,112.5562,-0.6823,-0.60
6/23/2011,194.16,2.53,1.32,6/23/2011,17.0339,0.2032,1.21,6/23/2011,26.6814,-0.5831,-2.14,6/23/2011,112.2325,-0.3237,-0.29
6/24/2011,192.55,-1.61,-0.83,6/24/2011,16.8623,-0.1716,-1.01,6/24/2011,26.6609,-0.0205,-0.08,6/24/2011,110.9291,-1.3034,-1.16
6/27/2011,201.25,8.7,4.52,6/27/2011,17.1513,0.289,1.71,6/27/2011,26.7758,0.1149,0.43,6/27/2011,111.9176,0.9885,0.89
6/28/2011,202.35,1.1,0.55,6/28/2011,17.7201,0.5688,3.32,6/28/2011,27.1125,0.3367,1.26,6/28/2011,113.3785,1.4609,1.31
6/29/2011,204.18,1.83,0.90,6/29/2011,17.8014,0.0813,0.46,6/29/2011,27.3917,0.2792,1.03,6/29/2011,114.3494,0.9709,0.86
6/30/2011,204.49,0.31,0.15,6/30/2011,17.8285,0.0271,0.15,6/30/2011,27.6299,0.2382,0.87,6/30/2011,115.4429,1.0935,0.96
7/1/2011,209.49,5,2.45,7/1/2011,18.1445,0.316,1.77,7/1/2011,27.9584,0.3285,1.19,7/1/2011,117.1487,1.7058,1.48
7/5/2011,213.19,3.7,1.77,7/5/2011,18.4876,0.3431,1.89,7/5/2011,28.0446,0.0862,0.31,7/5/2011,117.0525,-0.0962,-0.08
7/6/2011,214.19,1,0.47,7/6/2011,18.2484,-0.2392,-1.29,7/6/2011,28.1391,0.0945,0.34,7/6/2011,117.1924,0.1399,0.12
7/7/2011,216.74,2.55,1.19,7/7/2011,18.2032,-0.0452,-0.25,7/7/2011,28.2294,0.0903,0.32,7/7/2011,118.4084,1.216,1.04
7/8/2011,218.28,1.54,0.71,7/8/2011,18.2168,0.0136,0.07,7/8/2011,28.2006,-0.0288,-0.10,7/8/2011,117.5686,-0.8398,-0.71
7/11/2011,212.55,-5.73,-2.63,7/11/2011,17.9414,-0.2754,-1.51,7/11/2011,27.9625,-0.2381,-0.84,7/11/2011,115.4429,-2.1257,-1.81
7/12/2011,211.23,-1.32,-0.62,7/12/2011,17.8646,-0.0768,-0.43,7/12/2011,27.8598,-0.1027,-0.37,7/12/2011,114.9443,-0.4986,-0.43
7/13/2011,213.5,2.27,1.07,7/13/2011,17.8691,0.0045,0.03,7/13/2011,27.9461,0.0863,0.31,7/13/2011,115.3292,0.3849,0.33
7/14/2011,210.38,-3.12,-1.46,7/14/2011,17.666,-0.2031,-1.14,7/14/2011,27.7859,-0.1602,-0.57,7/14/2011,114.5331,-0.7961,-0.69
7/15/2011,212.87,2.49,1.18,7/15/2011,17.9684,0.3024,1.71,7/15/2011,27.7284,-0.0575,-0.21,7/15/2011,115.198,0.6649,0.58
7/18/2011,211.53,-1.34,-0.63,7/18/2011,17.7879,-0.1805,-1.00,7/18/2011,27.5601,-0.1683,-0.61,7/18/2011,114.2532,-0.9448,-0.82
7/19/2011,218.06,6.53,3.09,7/19/2011,18.2032,0.4153,2.33,7/19/2011,28.4634,0.9033,3.28,7/19/2011,116.1077,1.8545,1.62
7/20/2011,215.55,-2.51,-1.15,7/20/2011,17.982,-0.2212,-1.22,7/20/2011,28.2787,-0.1847,-0.65,7/20/2011,116.0377,-0.07,-0.06
7/21/2011,213.21,-2.34,-1.09,7/21/2011,18.2303,0.2483,1.38,7/21/2011,28.4716,0.1929,0.68,7/21/2011,117.6473,1.6096,1.39
7/22/2011,216.52,3.31,1.55,7/22/2011,18.2168,-0.0135,-0.07,7/22/2011,28.6318,0.1602,0.56,7/22/2011,117.726,0.0787,0.07
7/25/2011,213.49,-3.03,-1.40,7/25/2011,18.2393,0.0225,0.12,7/25/2011,28.4388,-0.193,-0.67,7/25/2011,117.07,-0.656,-0.56
7/26/2011,214.18,0.69,0.32,7/26/2011,18.14,-0.0993,-0.54,7/26/2011,28.4101,-0.0287,-0.10,7/26/2011,116.6326,-0.4374,-0.37
7/27/2011,222.518,8.338,3.89,7/27/2011,17.5937,-0.5463,-3.01,7/27/2011,28.2048,-0.2053,-0.72,7/27/2011,114.2445,-2.3881,-2.05
7/28/2011,223.9,1.382,0.62,7/28/2011,18.0497,0.456,2.59,7/28/2011,28.254,0.0492,0.17,7/28/2011,113.9121,-0.3324,-0.29
7/29/2011,222.52,-1.38,-0.62,7/29/2011,18.0994,0.0497,0.28,7/29/2011,27.9255,-0.3285,-1.16,7/29/2011,113.1335,-0.7786,-0.68
8/1/2011,221.32,-1.2,-0.54,8/1/2011,17.9684,-0.131,-0.72,8/1/2011,27.8106,-0.1149,-0.41,8/1/2011,112.6524,-0.4811,-0.43
8/2/2011,211.7,-9.62,-4.35,8/2/2011,17.4312,-0.5372,-2.99,8/2/2011,27.5396,-0.271,-0.97,8/2/2011,109.7744,-2.878,-2.55
8/3/2011,209.96,-1.74,-0.82,8/3/2011,17.7337,0.3025,1.74,8/3/2011,28.0857,0.5461,1.98,8/3/2011,110.3693,0.5949,0.54
8/4/2011,201.48,-8.48,-4.04,8/4/2011,16.6592,-1.0745,-6.06,8/4/2011,27.0263,-1.0594,-3.77,8/4/2011,105.1994,-5.1699,-4.68
8/5/2011,202.7,1.22,0.61,8/5/2011,16.5779,-0.0813,-0.49,8/5/2011,27.4164,0.3901,1.44,8/5/2011,105.0419,-0.1575,-0.15
8/8/2011,193.7,-9,-4.44,8/8/2011,15.4312,-1.1467,-6.92,8/8/2011,26.7389,-0.6775,-2.47,8/8/2011,98.2013,-6.8406,-6.51
8/9/2011,205.09,11.39,5.88,8/9/2011,16.333,0.9018,5.84,8/9/2011,27.3794,0.6405,2.40,8/9/2011,102.7675,4.5662,4.65
8/10/2011,194.13,-10.96,-5.34,8/10/2011,15.753,-0.58,-3.55,8/10/2011,26.2626,-1.1168,-4.08,8/10/2011,98.2275,-4.54,-4.42
8/11/2011,198.36,4.23,2.18,8/11/2011,16.818,1.065,6.76,8/11/2011,27.2932,1.0306,3.92,8/11/2011,102.6363,4.4088,4.49
8/12/2011,202.3,3.94,1.99,8/12/2011,16.9313,0.1133,0.67,8/12/2011,27.5683,0.2751,1.01,8/12/2011,103.3274,0.6911,0.67
8/15/2011,202.95,0.65,0.32,8/15/2011,17.4116,0.4803,2.84,8/15/2011,28.0036,0.4353,1.58,8/15/2011,105.5143,2.1869,2.12
8/16/2011,197.68,-5.27,-2.60,8/16/2011,17.6246,0.213,1.22,8/16/2011,27.9912,-0.0124,-0.04,8/16/2011,104.6133,-0.901,-0.85
8/17/2011,195.93,-1.75,-0.89,8/17/2011,17.5385,-0.0861,-0.49,8/17/2011,28.447,0.4558,1.63,8/17/2011,104.6833,0.07,0.07
8/18/2011,182.52,-13.41,-6.84,8/18/2011,15.7489,-1.7896,-10.20,8/18/2011,27.8229,-0.6241,-2.19,8/18/2011,100.1695,-4.5138,-4.31
8/19/2011,178.93,-3.59,-1.97,8/19/2011,15.907,0.1581,1.00,8/19/2011,27.5519,-0.271,-0.97,8/19/2011,98.5337,-1.6358,-1.63
8/22/2011,177.54,-1.39,-0.78,8/22/2011,15.8119,-0.0951,-0.60,8/22/2011,27.6217,0.0698,0.25,8/22/2011,98.6124,0.0787,0.08
8/23/2011,193.55,16.01,9.02,8/23/2011,16.6457,0.8338,5.27,8/23/2011,28.3567,0.735,2.66,8/23/2011,101.8578,3.2454,3.29
8/24/2011,193.73,0.18,0.09,8/24/2011,16.9358,0.2901,1.74,8/24/2011,28.6113,0.2546,0.90,8/24/2011,103.2924,1.4346,1.41
8/25/2011,192.03,-1.7,-0.88,8/25/2011,16.5053,-0.4305,-2.54,8/25/2011,27.9091,-0.7022,-2.45,8/25/2011,101.7178,-1.5746,-1.52
8/26/2011,199.27,7.24,3.77,8/26/2011,16.9449,0.4396,2.66,8/26/2011,28.1267,0.2176,0.78,8/26/2011,103.1962,1.4784,1.45
8/29/2011,206.53,7.26,3.64,8/29/2011,17.244,0.2991,1.77,8/29/2011,28.6318,0.5051,1.80,8/29/2011,106.1616,2.9654,2.87
8/30/2011,210.92,4.39,2.13,8/30/2011,17.4479,0.2039,1.18,8/30/2011,28.6852,0.0534,0.19,8/30/2011,106.4416,0.28,0.26
8/31/2011,215.23,4.31,2.04,8/31/2011,17.5023,0.0544,0.31,8/31/2011,28.9274,0.2422,0.84,8/31/2011,106.9139,0.4723,0.44
9/1/2011,212.54,-2.69,-1.25,9/1/2011,17.3074,-0.1949,-1.11,9/1/2011,28.9274,0,0.00,9/1/2011,105.7942,-1.1197,-1.05
9/2/2011,210,-2.54,-1.20,9/2/2011,16.9902,-0.3172,-1.83,9/2/2011,28.6359,-0.2915,-1.01,9/2/2011,103.0912,-2.703,-2.55
9/6/2011,216.18,6.18,2.94,9/6/2011,17.108,0.1178,0.69,9/6/2011,28.5086,-0.1273,-0.44,9/6/2011,102.3389,-0.7523,-0.73
9/7/2011,219.9,3.72,1.72,9/7/2011,17.7561,0.6481,3.79,9/7/2011,29.0711,0.5625,1.97,9/7/2011,105.2256,2.8867,2.82
9/8/2011,217.26,-2.64,-1.20,9/8/2011,17.6382,-0.1179,-0.66,9/8/2011,29.2231,0.152,0.52,9/8/2011,104.1322,-1.0934,-1.04
9/9/2011,211.39,-5.87,-2.70,9/9/2011,16.9086,-0.7296,-4.14,9/9/2011,28.484,-0.7391,-2.53,9/9/2011,101.4029,-2.7293,-2.62
9/12/2011,216.56,5.17,2.45,9/12/2011,17.0627,0.1541,0.91,9/12/2011,28.4881,0.0041,0.01,9/12/2011,102.059,0.6561,0.65
9/13/2011,219.53,2.97,1.37,9/13/2011,17.3074,0.2447,1.43,9/13/2011,28.5661,0.078,0.27,9/13/2011,102.995,0.936,0.92
9/14/2011,222.57,3.04,1.38,9/14/2011,17.4706,0.1632,0.94,9/14/2011,28.8431,0.277,0.97,9/14/2011,104.4209,1.4259,1.38
9/15/2011,226.78,4.21,1.89,9/15/2011,17.7062,0.2356,1.35,9/15/2011,29.3598,0.5167,1.79,9/15/2011,106.2229,1.802,1.73
9/16/2011,239.3,12.52,5.52,9/16/2011,17.7651,0.0589,0.33,9/16/2011,29.4466,0.0868,0.30,9/16/2011,106.8483,0.6254,0.59
9/19/2011,241.69,2.39,1.00,9/19/2011,18.6534,0.8883,5.00,9/19/2011,29.1407,-0.3059,-1.04,9/19/2011,105.7844,-1.0639,-1.00
9/20/2011,233.25,-8.44,-3.49,9/20/2011,18.6171,-0.0363,-0.19,9/20/2011,29.2069,0.0662,0.23,9/20/2011,105.6613,-0.1231,-0.12
9/21/2011,231.87,-1.38,-0.59,9/21/2011,18.0824,-0.5347,-2.87,9/21/2011,28.6405,-0.5664,-1.94,9/21/2011,102.5487,-3.1126,-2.95
9/22/2011,223.23,-8.64,-3.73,9/22/2011,17.4955,-0.5869,-3.25,9/22/2011,28.0369,-0.6036,-2.11,9/22/2011,99.2339,-3.3148,-3.23
9/23/2011,223.61,0.38,0.17,9/23/2011,17.5431,0.0476,0.27,9/23/2011,27.8716,-0.1653,-0.59,9/23/2011,99.8318,0.5979,0.60
9/26/2011,229.85,6.24,2.79,9/26/2011,17.8966,0.3535,2.02,9/26/2011,28.4255,0.5539,1.99,9/26/2011,102.2058,2.374,2.38
9/27/2011,224.21,-5.64,-2.45,9/27/2011,18.0597,0.1631,0.91,9/27/2011,28.7604,0.3349,1.18,9/27/2011,103.3488,1.143,1.12
9/28/2011,229.71,5.5,2.45,9/28/2011,17.8694,-0.1903,-1.05,9/28/2011,28.1362,-0.6242,-2.17,9/28/2011,101.2386,-2.1102,-2.04
9/29/2011,222.44,-7.27,-3.16,9/29/2011,17.2983,-0.5711,-3.20,9/29/2011,28.5454,0.4092,1.45,9/29/2011,102.0387,0.8001,0.79
9/30/2011,216.23,-6.21,-2.79,9/30/2011,16.8995,-0.3988,-2.31,9/30/2011,27.9295,-0.6159,-2.16,9/30/2011,99.4889,-2.5498,-2.50
10/3/2011,211.98,-4.25,-1.97,10/3/2011,16.4056,-0.4939,-2.92,10/3/2011,27.0448,-0.8847,-3.17,10/3/2011,96.6576,-2.8313,-2.85
10/4/2011,212.5,0.52,0.25,10/4/2011,16.8814,0.4758,2.90,10/4/2011,26.9662,-0.0786,-0.29,10/4/2011,98.7767,2.1191,2.19
10/5/2011,219.498,6.998,3.29,10/5/2011,17.244,0.3626,2.15,10/5/2011,27.0902,0.124,0.46,10/5/2011,100.6055,1.8288,1.85
10/6/2011,221.51,2.012,0.92,10/6/2011,17.4479,0.2039,1.18,10/6/2011,27.0324,-0.0578,-0.21,10/6/2011,102.4256,1.8201,1.81
10/7/2011,224.74,3.23,1.46,10/7/2011,17.7923,0.3444,1.97,10/7/2011,27.2432,0.2108,0.78,10/7/2011,101.7398,-0.6858,-0.67
10/10/2011,231.32,6.58,2.93,10/10/2011,18.5446,0.7523,4.23,10/10/2011,27.6566,0.4134,1.52,10/10/2011,105.1426,3.4028,3.34
10/11/2011,235.48,4.16,1.80,10/11/2011,18.7304,0.1858,1.00,10/11/2011,27.6153,-0.0413,-0.15,10/11/2011,105.2481,0.1055,0.10
10/12/2011,236.81,1.33,0.56,10/12/2011,18.812,0.0816,0.44,10/12/2011,27.8964,0.2811,1.02,10/12/2011,106.1713,0.9232,0.88
10/13/2011,236.15,-0.66,-0.28,10/13/2011,18.6217,-0.1903,-1.01,10/13/2011,27.8633,-0.0331,-0.12,10/13/2011,105.9603,-0.211,-0.20
10/14/2011,246.71,10.56,4.47,10/14/2011,19.1338,0.5121,2.75,10/14/2011,28.0493,0.186,0.67,10/14/2011,107.7716,1.8113,1.71
10/17/2011,242.33,-4.38,-1.78,10/17/2011,18.6534,-0.4804,-2.51,10/17/2011,27.6979,-0.3514,-1.25,10/17/2011,105.7141,-2.0575,-1.91
10/18/2011,243.88,1.55,0.64,10/18/2011,19.238,0.5846,3.13,10/18/2011,27.5905,-0.1074,-0.39,10/18/2011,107.7803,2.0662,1.95
10/19/2011,231.53,-12.35,-5.06,10/19/2011,18.5446,-0.6934,-3.60,10/19/2011,27.7103,0.1198,0.43,10/19/2011,106.5054,-1.2749,-1.18
10/20/2011,233.61,2.08,0.90,10/20/2011,18.5763,0.0317,0.17,10/20/2011,27.7476,0.0373,0.13,10/20/2011,106.9714,0.466,0.44
10/21/2011,234.78,1.17,0.50,10/21/2011,19.0749,0.4986,2.68,10/21/2011,28.1899,0.4423,1.59,10/21/2011,109.0025,2.0311,1.90
10/24/2011,237.61,2.83,1.21,10/24/2011,19.2788,0.2039,1.07,10/24/2011,28.0576,-0.1323,-0.47,10/24/2011,110.339,1.3365,1.23
10/25/2011,227.15,-10.46,-4.40,10/25/2011,18.7078,-0.571,-2.96,10/25/2011,27.6773,-0.3803,-1.36,10/25/2011,108.1936,-2.1454,-1.94
10/26/2011,198.4,-28.75,-12.66,10/26/2011,18.7622,0.0544,0.29,10/26/2011,27.8922,0.2149,0.78,10/26/2011,109.2927,1.0991,1.02
10/27/2011,206.78,8.38,4.22,10/27/2011,19.519,0.7568,4.03,10/27/2011,28.347,0.4548,1.63,10/27/2011,113.0999,3.8072,3.48
10/28/2011,217.32,10.54,5.10,10/28/2011,19.2607,-0.2583,-1.32,10/28/2011,28.4958,0.1488,0.52,10/28/2011,113.0735,-0.0264,-0.02
10/31/2011,213.51,-3.81,-1.75,10/31/2011,19.1972,-0.0635,-0.33,10/31/2011,28.2436,-0.2522,-0.89,10/31/2011,110.3478,-2.7257,-2.41
11/1/2011,212.105,-1.405,-0.66,11/1/2011,18.6851,-0.5121,-2.67,11/1/2011,27.7145,-0.5291,-1.87,11/1/2011,107.2704,-3.0774,-2.79
11/2/2011,215.62,3.515,1.66,11/2/2011,18.6625,-0.0226,-0.12,11/2/2011,28.0163,0.3018,1.09,11/2/2011,109.0201,1.7497,1.63
11/3/2011,218.29,2.67,1.24,11/3/2011,18.7622,0.0997,0.53,11/3/2011,28.3801,0.3638,1.30,11/3/2011,111.0072,1.9871,1.82
11/4/2011,216.48,-1.81,-0.83,11/4/2011,20.0266,1.2644,6.74,11/4/2011,28.0204,-0.3597,-1.27,11/4/2011,110.3302,-0.677,-0.61
11/7/2011,217,0.52,0.24,11/7/2011,20.0447,0.0181,0.09,11/7/2011,28.1982,0.1778,0.63,11/7/2011,111.016,0.6858,0.62
11/8/2011,217.99,0.99,0.46,11/8/2011,20.1036,0.0589,0.29,11/8/2011,28.3801,0.1819,0.65,11/8/2011,112.4404,1.4244,1.28
11/9/2011,211.22,-6.77,-3.11,11/9/2011,19.4646,-0.639,-3.18,11/9/2011,27.7103,-0.6698,-2.36,11/9/2011,108.2903,-4.1501,-3.69
11/10/2011,210.79,-0.43,-0.20,11/10/2011,19.7229,0.2583,1.33,11/10/2011,27.8592,0.1489,0.54,11/10/2011,109.3103,1.02,0.94
11/11/2011,217.39,6.6,3.13,11/11/2011,20.0945,0.3716,1.88,11/11/2011,28.161,0.3018,1.08,11/11/2011,111.3678,2.0575,1.88
11/14/2011,218.93,1.54,0.71,11/14/2011,19.7773,-0.3172,-1.58,11/14/2011,28.0245,-0.1365,-0.48,11/14/2011,110.3126,-1.0552,-0.95
11/15/2011,217.83,-1.1,-0.50,11/15/2011,20.0311,0.2538,1.28,11/15/2011,28.1113,0.0868,0.31,11/15/2011,110.8578,0.5452,0.49
11/16/2011,211.99,-5.84,-2.68,11/16/2011,19.5716,-0.4595,-2.29,11/16/2011,27.7021,-0.4092,-1.46,11/16/2011,109.0992,-1.7586,-1.59
11/17/2011,204.52,-7.47,-3.52,11/17/2011,19.1212,-0.4504,-2.30,11/17/2011,27.5409,-0.1612,-0.58,11/17/2011,107.3671,-1.7321,-1.59
11/18/2011,197.14,-7.38,-3.61,11/18/2011,19.1167,-0.0045,-0.02,11/18/2011,27.8592,0.3183,1.16,11/18/2011,107.2528,-0.1143,-0.11
11/21/2011,189.25,-7.89,-4.00,11/21/2011,18.962,-0.1547,-0.81,11/21/2011,27.2639,-0.5953,-2.14,11/21/2011,105.2129,-2.0399,-1.90
11/22/2011,192.34,3.09,1.63,11/22/2011,19.2349,0.2729,1.44,11/22/2011,27.2721,0.0082,0.03,11/22/2011,104.7996,-0.4133,-0.39
11/23/2011,188.99,-3.35,-1.74,11/23/2011,18.7664,-0.4685,-2.44,11/23/2011,26.8174,-0.4547,-1.67,11/23/2011,102.4872,-2.3124,-2.21
11/25/2011,182.399,-6.591,-3.49,11/25/2011,18.5798,-0.1866,-0.99,11/25/2011,26.7637,-0.0537,-0.20,11/25/2011,102.2937,-0.1935,-0.19
11/28/2011,194.15,11.751,6.44,11/28/2011,19.0393,0.4595,2.47,11/28/2011,26.9414,0.1777,0.66,11/28/2011,105.2569,2.9632,2.90
11/29/2011,188.39,-5.76,-2.97,11/29/2011,19.2031,0.1638,0.86,11/29/2011,27.5574,0.616,2.29,11/29/2011,105.5558,0.2989,0.28
11/30/2011,192.29,3.9,2.07,11/30/2011,19.7809,0.5778,3.01,11/30/2011,27.9904,0.433,1.57,11/30/2011,109.8994,4.3436,4.11
12/1/2011,197.13,4.84,2.52,12/1/2011,19.8309,0.05,0.25,12/1/2011,27.8238,-0.1666,-0.60,12/1/2011,109.8818,-0.0176,-0.02
12/2/2011,196.03,-1.1,-0.56,12/2/2011,19.9765,0.1456,0.73,12/2/2011,27.6365,-0.1873,-0.67,12/2/2011,109.7851,-0.0967,-0.09
12/5/2011,196.24,0.21,0.11,12/5/2011,20.1084,0.1319,0.66,12/5/2011,27.6073,-0.0292,-0.11,12/5/2011,110.9809,1.1958,1.09
12/6/2011,191.99,-4.25,-2.17,12/6/2011,19.8946,-0.2138,-1.06,12/6/2011,27.7614,0.1541,0.56,12/6/2011,111.016,0.0351,0.03
12/7/2011,195.32,3.33,1.73,12/7/2011,19.9628,0.0682,0.34,12/7/2011,27.803,0.0416,0.15,12/7/2011,111.4293,0.4133,0.37
12/8/2011,190.48,-4.84,-2.48,12/8/2011,19.4988,-0.464,-2.32,12/8/2011,27.7822,-0.0208,-0.07,12/8/2011,108.9849,-2.4444,-2.19
12/9/2011,193.03,2.55,1.34,12/9/2011,19.9992,0.5004,2.57,12/9/2011,28.1319,0.3497,1.26,12/9/2011,110.8314,1.8465,1.69
12/12/2011,189.52,-3.51,-1.82,12/12/2011,20.0174,0.0182,0.09,12/12/2011,27.8488,-0.2831,-1.01,12/12/2011,109.2135,-1.6179,-1.46
12/13/2011,180.51,-9.01,-4.75,12/13/2011,19.84,-0.1774,-0.89,12/13/2011,27.6781,-0.1707,-0.61,12/13/2011,108.1936,-1.0199,-0.93
12/14/2011,180.21,-0.3,-0.17,12/14/2011,19.6034,-0.2366,-1.19,12/14/2011,27.5865,-0.0916,-0.33,12/14/2011,107.0418,-1.1518,-1.06
12/15/2011,181.26,1.05,0.58,12/15/2011,19.7445,0.1411,0.72,12/15/2011,27.8488,0.2623,0.95,12/15/2011,107.4286,0.3868,0.36
12/16/2011,181.26,0,0.00,12/16/2011,19.7809,0.0364,0.18,12/16/2011,28.0778,0.229,0.82,12/16/2011,107.5869,0.1583,0.15
12/19/2011,179.33,-1.93,-1.06,12/19/2011,19.8446,0.0637,0.32,12/19/2011,28.0487,-0.0291,-0.10,12/19/2011,106.4366,-1.1503,-1.07
12/20/2011,182.52,3.19,1.78,12/20/2011,20.4997,0.6551,3.30,12/20/2011,28.4775,0.4288,1.53,12/20/2011,109.6574,3.2208,3.03
12/21/2011,174.35,-8.17,-4.48,12/21/2011,20.5816,0.0819,0.40,12/21/2011,28.9646,0.4871,1.71,12/21/2011,109.8698,0.2124,0.19
12/22/2011,179.03,4.68,2.68,12/22/2011,20.4724,-0.1092,-0.53,12/22/2011,28.8064,-0.1582,-0.55,12/22/2011,110.8431,0.9733,0.89
12/23/2011,177.28,-1.75,-0.98,12/23/2011,20.6748,0.2024,0.99,12/23/2011,29.1187,0.3123,1.08,12/23/2011,111.8341,0.991,0.89
12/27/2011,176.27,-1.01,-0.57,12/27/2011,20.9,0.2252,1.09,12/27/2011,29.0937,-0.025,-0.09,12/27/2011,111.9226,0.0885,0.08
12/28/2011,173.89,-2.38,-1.35,12/28/2011,20.8272,-0.0728,-0.35,12/28/2011,28.9396,-0.1541,-0.53,12/28/2011,110.4538,-1.4688,-1.31
12/29/2011,173.86,-0.03,-0.02,12/29/2011,21.1321,0.3049,1.46,12/29/2011,29.2102,0.2706,0.94,12/29/2011,111.5952,1.1414,1.03
12/30/2011,173.1,-0.76,-0.44,12/30/2011,20.9319,-0.2002,-0.95,12/30/2011,29.1311,-0.0791,-0.27,12/30/2011,111.0466,-0.5486,-0.49
1/3/2012,179.03,5.93,3.43,1/3/2012,20.602,-0.3299,-1.58,1/3/2012,29.2019,0.0708,0.24,1/3/2012,112.8163,1.7697,1.59
1/4/2012,177.51,-1.52,-0.85,1/4/2012,21.0047,0.4027,1.95,1/4/2012,29.0187,-0.1832,-0.63,1/4/2012,112.9932,0.1769,0.16
1/5/2012,177.61,0.1,0.06,1/5/2012,21.0911,0.0864,0.41,1/5/2012,28.8813,-0.1374,-0.47,1/5/2012,113.2941,0.3009,0.27
1/6/2012,182.61,5,2.82,1/6/2012,21.2549,0.1638,0.78,1/6/2012,28.6982,-0.1831,-0.63,1/6/2012,113.0021,-0.292,-0.26
1/9/2012,178.56,-4.05,-2.22,1/9/2012,21.1957,-0.0592,-0.28,1/9/2012,28.6982,0,0.00,1/9/2012,113.2764,0.2743,0.24
1/10/2012,179.34,0.78,0.44,1/10/2012,21.3004,0.1047,0.49,1/10/2012,28.8689,0.1707,0.59,1/10/2012,114.2586,0.9822,0.87
1/11/2012,178.9,-0.44,-0.25,1/11/2012,21.4369,0.1365,0.64,1/11/2012,28.3359,-0.533,-1.85,1/11/2012,114.3205,0.0619,0.05
1/12/2012,175.93,-2.97,-1.66,1/12/2012,21.6552,0.2183,1.02,1/12/2012,28.1319,-0.204,-0.72,1/12/2012,114.5948,0.2743,0.24
1/13/2012,178.42,2.49,1.42,1/13/2012,21.546,-0.1092,-0.50,1/13/2012,27.8905,-0.2414,-0.86,1/13/2012,114.0019,-0.5929,-0.52
1/17/2012,181.66,3.24,1.82,1/17/2012,21.7053,0.1593,0.74,1/17/2012,28.0403,0.1498,0.54,1/17/2012,114.4444,0.4425,0.39
1/18/2012,189.44,7.78,4.28,1/18/2012,21.8554,0.1501,0.69,1/18/2012,28.1403,0.1,0.36,1/18/2012,115.7097,1.2653,1.11
1/19/2012,194.45,5.01,2.64,1/19/2012,21.8463,-0.0091,-0.04,1/19/2012,28.082,-0.0583,-0.21,1/19/2012,116.3202,0.6105,0.53
1/20/2012,190.93,-3.52,-1.81,1/20/2012,21.9055,0.0592,0.27,1/20/2012,28.3484,0.2664,0.95,1/20/2012,116.7538,0.4336,0.37
1/23/2012,186.09,-4.84,-2.53,1/23/2012,21.5369,-0.3686,-1.68,1/23/2012,28.5316,0.1832,0.65,1/23/2012,116.4529,-0.3009,-0.26
1/24/2012,187,0.91,0.49,1/24/2012,21.678,0.1411,0.66,1/24/2012,28.2693,-0.2623,-0.92,1/24/2012,116.3202,-0.1327,-0.11
1/25/2012,187.8,0.8,0.43,1/25/2012,21.7326,0.0546,0.25,1/25/2012,28.49,0.2207,0.78,1/25/2012,117.2935,0.9733,0.84
1/26/2012,193.316,5.516,2.94,1/26/2012,21.9919,0.2593,1.19,1/26/2012,28.3151,-0.1749,-0.61,1/26/2012,116.6918,-0.6017,-0.51
1/27/2012,195.37,2.054,1.06,1/27/2012,21.769,-0.2229,-1.01,1/27/2012,28.0778,-0.2373,-0.84,1/27/2012,116.6388,-0.053,-0.05
1/30/2012,192.15,-3.22,-1.65,1/30/2012,22.0556,0.2866,1.32,1/30/2012,28.0861,0.0083,0.03,1/30/2012,116.2406,-0.3982,-0.34
1/31/2012,194.44,2.29,1.19,1/31/2012,21.8008,-0.2548,-1.16,1/31/2012,28.1153,0.0292,0.10,1/31/2012,116.1963,-0.0443,-0.04
2/1/2012,179.46,-14.98,-7.70,2/1/2012,21.9464,0.1456,0.67,2/1/2012,28.2485,0.1332,0.47,2/1/2012,117.2139,1.0176,0.88
2/2/2012,181.72,2.26,1.26,2/2/2012,21.6825,-0.2639,-1.20,2/2/2012,28.2402,-0.0083,-0.03,2/2/2012,117.3997,0.1858,0.16
2/3/2012,187.68,5.96,3.28,2/3/2012,21.9828,0.3003,1.38,2/3/2012,28.3443,0.1041,0.37,2/3/2012,119.0455,1.6458,1.40
2/6/2012,183.14,-4.54,-2.42,2/6/2012,22.0465,0.0637,0.29,2/6/2012,28.3234,-0.0209,-0.07,2/6/2012,118.9659,-0.0796,-0.07
2/7/2012,184.19,1.05,0.57,2/7/2012,22.1013,0.0548,0.25,2/7/2012,28.5399,0.2165,0.76,2/7/2012,119.2667,0.3008,0.25
