All data provided by EQUIBASE -  http://www.equibase.com/,,,,,,,,,,
North American Thoroughbred Racing Starters - Jockeys - Dirt/All Weather Surfaces,,,,,,,,,,
,,,,,,,,,,
Jockey Name,Starts,1st,2nd,3rd,Total $,Per Start $,Win %,Top 3,Top 3 %,Racing Year
Omar Figueroa,11,0,2,0,"$6,308.00",$573.00,0.00%,2,18.00%,2016
Kieren Fallon,10,0,0,1,"$6,185.00",$619.00,0.00%,1,10.00%,2016
Aldo Canchano,18,1,1,0,"$6,176.00",$343.00,6.00%,2,11.00%,2016
Wilmer Galviz,6,0,1,0,"$6,050.00","$1,008.00",0.00%,1,17.00%,2016
Juan Torres,3,1,0,0,"$6,020.00","$2,007.00",33.00%,1,33.00%,2016
Lucino Velazquez,5,0,3,1,"$5,988.00","$1,198.00",0.00%,4,80.00%,2016
Samuel Mendez,9,0,1,2,"$5,860.00",$651.00,0.00%,3,33.00%,2016
Derek Sturniolo,26,0,1,2,"$5,839.00",$225.00,0.00%,3,12.00%,2016
Raymundo Torres,3,2,1,0,"$5,665.00","$1,888.00",67.00%,3,100.00%,2016
Kwame Joseph,12,1,0,0,"$5,605.00",$467.00,8.00%,1,8.00%,2016
Geena Lattanzio,8,0,0,1,"$5,565.00",$696.00,0.00%,1,13.00%,2016
Juan Ochoa,6,0,1,0,"$5,525.00",$921.00,0.00%,1,17.00%,2016
Jacqueline Cabral,5,0,0,1,"$5,450.00","$1,090.00",0.00%,1,20.00%,2016
Jose Antonio Gallego,17,0,0,1,"$5,410.00",$318.00,0.00%,1,6.00%,2016
Jorge L. Toledo,15,0,1,1,"$5,232.00",$349.00,0.00%,2,13.00%,2016
Allen Maragh,3,0,1,0,"$5,200.00","$1,733.00",0.00%,1,33.00%,2016
Ubaldo Luna,9,0,1,1,"$5,192.00",$577.00,0.00%,2,22.00%,2016
Vernon Bush,7,0,0,1,"$5,180.00",$740.00,0.00%,1,14.00%,2016
Hector Aldrete,11,0,0,1,"$5,088.00",$463.00,0.00%,1,9.00%,2016
Daniel Carrillo,15,1,0,0,"$5,077.00",$338.00,7.00%,1,7.00%,2016
Zachary Bacon,18,1,1,4,"$5,076.00",$282.00,6.00%,6,33.00%,2016
Mario Sanchez,25,0,0,2,"$4,996.00",$200.00,0.00%,2,8.00%,2016
Vincent Alvin Palmer,20,0,0,3,"$4,988.00",$249.00,0.00%,3,15.00%,2016
Alexander Rosario,13,0,0,4,"$4,889.00",$376.00,0.00%,4,31.00%,2016
Randy G. Wilson,13,0,0,0,"$4,855.00",$373.00,0.00%,0,0.00%,2016
Felix J. Reyes,10,0,0,1,"$4,824.00",$482.00,0.00%,1,10.00%,2016
Marcus Chett Delorme,21,0,3,4,"$4,800.00",$229.00,0.00%,7,33.00%,2016
Dexter Anthony Assoon,8,1,1,1,"$4,760.00",$595.00,13.00%,3,38.00%,2016
Kellie M. McDaid,6,0,1,2,"$4,740.00",$790.00,0.00%,3,50.00%,2016
Clyde Henry Smith,13,0,2,1,"$4,706.00",$362.00,0.00%,3,23.00%,2016
Shance Bird Rattler,15,1,1,0,"$4,695.00",$313.00,7.00%,2,13.00%,2016
Kristin Shehorn,5,1,0,0,"$4,573.00",$915.00,20.00%,1,20.00%,2016
Theresa S. Akers,30,0,0,2,"$4,525.00",$151.00,0.00%,2,7.00%,2016
Jairo Rendon,2,0,0,1,"$4,500.00","$2,250.00",0.00%,1,50.00%,2016
Troy Stillwell,5,2,0,0,"$4,494.00",$899.00,40.00%,2,40.00%,2016
Wilfredo E. Arroyo,11,0,0,2,"$4,447.00",$404.00,0.00%,2,18.00%,2016
Daniel Benavides,13,0,1,0,"$4,365.00",$336.00,0.00%,1,8.00%,2016
Max Badal,13,0,0,0,"$4,202.00",$323.00,0.00%,0,0.00%,2016
Everton Hylton,32,1,0,3,"$4,160.00",$130.00,3.00%,4,13.00%,2016
Jalon L. Samuel,8,0,0,0,"$4,089.00",$511.00,0.00%,0,0.00%,2016
Zachary O. Sebreth,9,0,0,0,"$4,077.00",$453.00,0.00%,0,0.00%,2016
CJ Benn,6,1,1,0,"$4,064.00",$677.00,17.00%,2,33.00%,2016
Michael Sandoval,7,0,0,1,"$4,030.00",$576.00,0.00%,1,14.00%,2016
"Luis Rene Yescas, Jr.",21,0,1,2,"$4,001.00",$191.00,0.00%,3,14.00%,2016
Aaron J. Court,10,0,1,1,"$3,966.00",$397.00,0.00%,2,20.00%,2016
Leandro Rodriguez,13,0,1,1,"$3,921.00",$302.00,0.00%,2,15.00%,2016
Luis A. Perez,1,1,0,0,"$3,900.00","$3,900.00",100.00%,1,100.00%,2016
Jose Elias Rodriguez,11,0,0,1,"$3,900.00",$355.00,0.00%,1,9.00%,2016
Brian Jonah Connelly,10,1,1,0,"$3,873.00",$387.00,10.00%,2,20.00%,2016
Pedro Zavaleta,5,0,1,0,"$3,870.00",$774.00,0.00%,1,20.00%,2016
"Robert F. Reeves, Jr.",3,0,0,1,"$3,800.00","$1,267.00",0.00%,1,33.00%,2016
Sam Padilla,4,1,1,0,"$3,661.00",$915.00,25.00%,2,50.00%,2016
Cesar Camaque,25,0,0,0,"$3,556.00",$142.00,0.00%,0,0.00%,2016
Anthony Mawing,8,0,0,0,"$3,552.00",$444.00,0.00%,0,0.00%,2016
Yruing Y. Lores,3,0,0,1,"$3,520.00","$1,173.00",0.00%,1,33.00%,2016
Juan G. Ocasio,14,0,0,1,"$3,458.00",$247.00,0.00%,1,7.00%,2016
Janine E. Smith,8,0,0,2,"$3,425.00",$428.00,0.00%,2,25.00%,2016
"Christopher L. Conway, Jr.",14,0,1,0,"$3,423.00",$245.00,0.00%,1,7.00%,2016
Herman Fennell,20,0,1,1,"$3,420.00",$171.00,0.00%,2,10.00%,2016
Jesse R. Cardenas,5,0,0,1,"$3,420.00",$684.00,0.00%,1,20.00%,2016
Augustus Siddo,9,0,0,0,"$3,416.00",$380.00,0.00%,0,0.00%,2016
Jesus Afanador,17,1,2,0,"$3,375.00",$199.00,6.00%,3,18.00%,2016
Keenan Steward,28,0,0,0,"$3,371.00",$120.00,0.00%,0,0.00%,2016
Edgar S. Martinez,9,0,0,1,"$3,306.00",$367.00,0.00%,1,11.00%,2016
Fernando S. Rojas,14,0,0,1,"$3,305.00",$236.00,0.00%,1,7.00%,2016
Daniel Antonio Torres,1,1,0,0,"$3,300.00","$3,300.00",100.00%,1,100.00%,2016
Leonardo R. Gonzalez,5,0,1,0,"$3,170.00",$634.00,0.00%,1,20.00%,2016
Eduardo Luviano,2,0,0,1,"$3,156.00","$1,578.00",0.00%,1,50.00%,2016
Kaylob YellowMule,9,0,2,0,"$3,110.00",$346.00,0.00%,2,22.00%,2016
Jondives H. Yazzie,4,0,1,0,"$3,028.00",$757.00,0.00%,1,25.00%,2016
Katelin Willey,6,0,1,1,"$3,002.00",$500.00,0.00%,2,33.00%,2016
Ariel Diaz,9,0,0,1,"$2,850.00",$317.00,0.00%,1,11.00%,2016
Alexandra Jara,7,0,0,0,"$2,790.00",$399.00,0.00%,0,0.00%,2016
Shaunda L. Larsen,12,1,1,1,"$2,746.00",$229.00,8.00%,3,25.00%,2016
Cory Spataro,8,0,0,0,"$2,725.00",$341.00,0.00%,0,0.00%,2016
Jayson Sanchez,16,0,1,1,"$2,693.00",$168.00,0.00%,2,13.00%,2016
Oscar Xavier Martinez,5,0,1,1,"$2,649.00",$530.00,0.00%,2,40.00%,2016
Adolfo C. Rodriguez,7,0,0,0,"$2,635.00",$376.00,0.00%,0,0.00%,2016
Juan Rameriz,3,0,0,1,"$2,560.00",$853.00,0.00%,1,33.00%,2016
Donovan Miller,7,0,1,0,"$2,539.00",$363.00,0.00%,1,14.00%,2016
Percy Clyde Jefferson,3,1,1,0,"$2,535.00",$845.00,33.00%,2,67.00%,2016
Jesus Romero,6,0,1,0,"$2,529.00",$422.00,0.00%,1,17.00%,2016
Christian A. Rivera,5,0,0,1,"$2,490.00",$498.00,0.00%,1,20.00%,2016
J. A. Santiago,6,0,0,1,"$2,479.00",$413.00,0.00%,1,17.00%,2016
Patrick Boxie,13,0,0,1,"$2,465.00",$190.00,0.00%,1,8.00%,2016
Miguel Salgado,13,0,0,1,"$2,445.00",$188.00,0.00%,1,8.00%,2016
"Emmanuel A. Segundo, Jr.",4,0,0,1,"$2,425.00",$606.00,0.00%,1,25.00%,2016
Adrian P. Garcia,2,0,0,2,"$2,300.00","$1,150.00",0.00%,2,100.00%,2016
Brittany Arterburn,3,0,0,2,"$2,300.00",$767.00,0.00%,2,67.00%,2016
Ricardo Moreno,5,0,2,1,"$2,275.00",$455.00,0.00%,3,60.00%,2016
Jorge Calderon,13,0,0,0,"$2,258.00",$174.00,0.00%,0,0.00%,2016
Jhair Galvan,23,0,0,1,"$2,135.00",$93.00,0.00%,1,4.00%,2016
Eddie Aceves,2,1,0,0,"$2,122.00","$1,061.00",50.00%,1,50.00%,2016
Gonzalo Gabriel Ulloa Perez,6,0,0,0,"$2,070.00",$345.00,0.00%,0,0.00%,2016
Tais Lyapustina,3,0,0,1,"$2,037.00",$679.00,0.00%,1,33.00%,2016
Josue Don Juan,9,0,0,0,"$1,995.00",$222.00,0.00%,0,0.00%,2016
Andrew R. Samaniego,5,0,1,0,"$1,964.00",$393.00,0.00%,1,20.00%,2016
Cody Desjarlais,13,0,1,1,"$1,946.00",$150.00,0.00%,2,15.00%,2016
Chris Russell,5,0,0,0,"$1,945.00",$389.00,0.00%,0,0.00%,2016
Gregorio A. Rivera,1,0,0,1,"$1,925.00","$1,925.00",0.00%,1,100.00%,2016
"Dani L. Buffalo, Jr",6,0,3,0,"$1,924.00",$321.00,0.00%,3,50.00%,2016
Hector Rabbitskin,5,1,0,0,"$1,864.00",$373.00,20.00%,1,20.00%,2016
Jesus Guadalupe,7,0,0,1,"$1,790.00",$256.00,0.00%,1,14.00%,2016
Juan Ramon Gonzalez,10,0,1,1,"$1,769.00",$177.00,0.00%,2,20.00%,2016
Sierra Amsden,11,0,0,0,"$1,731.00",$157.00,0.00%,0,0.00%,2016
Christian J. Olmo,3,0,0,0,"$1,715.00",$572.00,0.00%,0,0.00%,2016
Martin Osuna,10,0,1,1,"$1,689.00",$169.00,0.00%,2,20.00%,2016
Patrick Dunn,12,0,0,1,"$1,673.00",$139.00,0.00%,1,8.00%,2016
Bonifacio Perez,2,0,0,1,"$1,670.00",$835.00,0.00%,1,50.00%,2016
Jordan Erwin,1,0,0,1,"$1,650.00","$1,650.00",0.00%,1,100.00%,2016
Wladimir Rocha,5,0,0,0,"$1,636.00",$327.00,0.00%,0,0.00%,2016
Rodolfo Guerra,8,0,0,1,"$1,610.00",$201.00,0.00%,1,13.00%,2016
Alvin Colon,16,0,0,0,"$1,581.00",$99.00,0.00%,0,0.00%,2016
Willy Lopez,4,0,0,0,"$1,530.00",$383.00,0.00%,0,0.00%,2016
Brian Beteem,5,0,1,0,"$1,500.00",$300.00,0.00%,1,20.00%,2016
Jayson Manuel Rodriguez,5,0,0,2,"$1,437.00",$287.00,0.00%,2,40.00%,2016
Donell Blake,2,0,0,1,"$1,430.00",$715.00,0.00%,1,50.00%,2016
Aby Medina,5,0,0,0,"$1,420.00",$284.00,0.00%,0,0.00%,2016
Adrian A. Ramos,2,0,0,1,"$1,383.00",$692.00,0.00%,1,50.00%,2016
Annie Seabury,10,0,0,0,"$1,380.00",$138.00,0.00%,0,0.00%,2016
Hector Escalante,17,0,0,0,"$1,377.00",$81.00,0.00%,0,0.00%,2016
Yaxel A. Torres,4,0,0,0,"$1,375.00",$344.00,0.00%,0,0.00%,2016
Janice L. Blake,2,0,0,1,"$1,364.00",$682.00,0.00%,1,50.00%,2016
Christina Gray,8,0,0,0,"$1,320.00",$165.00,0.00%,0,0.00%,2016
Gary Edwards,1,0,0,1,"$1,271.00","$1,271.00",0.00%,1,100.00%,2016
Hosea A. Ned,9,0,0,0,"$1,260.00",$140.00,0.00%,0,0.00%,2016
Vanessa Ryall,5,0,0,0,"$1,260.00",$252.00,0.00%,0,0.00%,2016
Hector Rodriguez,2,0,0,0,"$1,250.00",$625.00,0.00%,0,0.00%,2016
Alfonso Claudio,4,0,0,2,"$1,246.00",$312.00,0.00%,2,50.00%,2016
Todd Thomas,6,0,1,3,"$1,221.00",$204.00,0.00%,4,67.00%,2016
J. C. Estrada,4,0,0,0,"$1,210.00",$303.00,0.00%,0,0.00%,2016
Carlos Camillo,2,0,0,0,"$1,207.00",$604.00,0.00%,0,0.00%,2016
Fernando Fonseca-Soto,5,0,0,0,"$1,200.00",$240.00,0.00%,0,0.00%,2016
Gorge U. Velazquez,3,0,0,0,"$1,200.00",$400.00,0.00%,0,0.00%,2016
Jonathan Roman,3,0,0,0,"$1,200.00",$400.00,0.00%,0,0.00%,2016
Deirdre A. Panas,7,0,0,0,"$1,175.00",$168.00,0.00%,0,0.00%,2016
Brian J. Connelly,7,0,0,0,"$1,167.00",$167.00,0.00%,0,0.00%,2016
James Ketner,3,0,1,0,"$1,160.00",$387.00,0.00%,1,33.00%,2016
Jean Claude Medina,2,0,0,1,"$1,140.00",$570.00,0.00%,1,50.00%,2016
Justin Vanderwoude,11,0,1,0,"$1,130.00",$103.00,0.00%,1,9.00%,2016
Rene Lopez,3,0,1,0,"$1,128.00",$376.00,0.00%,1,33.00%,2016
Brad Zabreznik,3,0,0,2,"$1,087.00",$362.00,0.00%,2,67.00%,2016
David Carstens,4,0,0,0,"$1,060.00",$265.00,0.00%,0,0.00%,2016
Rogelio Diaz Romero,2,0,0,0,"$1,059.00",$530.00,0.00%,0,0.00%,2016
Kyle Anderson,4,0,0,0,"$1,050.00",$263.00,0.00%,0,0.00%,2016
Marcelle M. Martins,6,0,0,0,"$1,040.00",$173.00,0.00%,0,0.00%,2016
Juan Lopez,2,0,0,0,"$1,026.00",$513.00,0.00%,0,0.00%,2016
Laurent Beaucamp,5,0,0,0,"$1,025.00",$205.00,0.00%,0,0.00%,2016
Jose E. Espada,3,0,0,0,"$1,000.00",$333.00,0.00%,0,0.00%,2016
Jose M. Flores,2,0,0,0,$999.00,$500.00,0.00%,0,0.00%,2016
Jose Guerrero,3,0,1,0,$983.00,$328.00,0.00%,1,33.00%,2016
Jossiah Bad Bear,5,0,0,1,$964.00,$193.00,0.00%,1,20.00%,2016
Donald James Guynes,3,0,0,1,$960.00,$320.00,0.00%,1,33.00%,2016
Sue Martin,6,0,0,0,$935.00,$156.00,0.00%,0,0.00%,2016
Tony Phillips,3,0,0,0,$934.00,$311.00,0.00%,0,0.00%,2016
Leonel Bolanos,2,0,0,0,$910.00,$455.00,0.00%,0,0.00%,2016
Jesse Vega,1,0,0,0,$903.00,$903.00,0.00%,0,0.00%,2016
Jesse Jimenez Garcia,2,0,0,0,$903.00,$452.00,0.00%,0,0.00%,2016
Hizain Solis Camacho,1,0,1,0,$900.00,$900.00,0.00%,1,100.00%,2016
Jerry R. Remer,2,0,1,1,$900.00,$450.00,0.00%,2,100.00%,2016
Jesus Valenzuela,4,0,0,2,$900.00,$225.00,0.00%,2,50.00%,2016
Rodney Soodeen,6,0,0,0,$900.00,$150.00,0.00%,0,0.00%,2016
Ronald R. Ordonez,2,0,0,0,$900.00,$450.00,0.00%,0,0.00%,2016
Juan Miguel Oyola,4,0,0,0,$890.00,$223.00,0.00%,0,0.00%,2016
Octavio Sandoval,3,0,0,1,$888.00,$296.00,0.00%,1,33.00%,2016
Sophie Richgels,5,0,0,0,$886.00,$177.00,0.00%,0,0.00%,2016
Octavio Bernal,3,0,0,0,$880.00,$293.00,0.00%,0,0.00%,2016
Jaime Parga Leos,1,0,0,0,$873.00,$873.00,0.00%,0,0.00%,2016
Chamisa A. Goodwin,2,0,0,0,$833.00,$417.00,0.00%,0,0.00%,2016
Brandon Johnson,5,0,0,1,$812.00,$162.00,0.00%,1,20.00%,2016
Anthony Castleman,9,0,0,1,$800.00,$89.00,0.00%,1,11.00%,2016
Genaro Calles Tapia,2,0,0,0,$800.00,$400.00,0.00%,0,0.00%,2016
Michael A. Colaneri,1,0,0,0,$800.00,$800.00,0.00%,0,0.00%,2016
Douglas A. Portillo,2,0,0,0,$740.00,$370.00,0.00%,0,0.00%,2016
Jorge Solorzano,3,0,0,0,$730.00,$243.00,0.00%,0,0.00%,2016
Amaury Viera,3,0,0,0,$720.00,$240.00,0.00%,0,0.00%,2016
"Rafael Medina, Jr.",6,0,0,0,$700.00,$117.00,0.00%,0,0.00%,2016
"Adrian Cervantes, Jr.",8,0,0,0,$676.00,$85.00,0.00%,0,0.00%,2016
Eddie Santiago,4,0,0,0,$660.00,$165.00,0.00%,0,0.00%,2016
Ryan Pacheco,2,0,0,0,$632.00,$316.00,0.00%,0,0.00%,2016
Melvin L. Perez,5,0,0,0,$630.00,$126.00,0.00%,0,0.00%,2016
Juan C. Negron,2,0,0,0,$595.00,$298.00,0.00%,0,0.00%,2016
Giorgio Moreno,4,0,0,0,$594.00,$149.00,0.00%,0,0.00%,2016
Alex Thomas,4,0,0,0,$592.00,$148.00,0.00%,0,0.00%,2016
Aurelien Lemaitre,2,0,0,0,$580.00,$290.00,0.00%,0,0.00%,2016
Omar Camejo,3,0,0,0,$570.00,$190.00,0.00%,0,0.00%,2016
Eulicer Perez De La Cruz,9,0,0,2,$547.00,$61.00,0.00%,2,22.00%,2016
Eleazar Rivera Hernandez,1,0,0,1,$540.00,$540.00,0.00%,1,100.00%,2016
Sergio Banda,2,0,0,0,$540.00,$270.00,0.00%,0,0.00%,2016
Gregory Romero,1,0,0,0,$500.00,$500.00,0.00%,0,0.00%,2016
Miguel Angel Espindola,1,0,0,0,$500.00,$500.00,0.00%,0,0.00%,2016
Stevica Djuric,3,0,0,0,$488.00,$163.00,0.00%,0,0.00%,2016
Ramon Guerra,4,0,0,0,$482.00,$121.00,0.00%,0,0.00%,2016
Clayan Millwood,3,0,0,0,$480.00,$160.00,0.00%,0,0.00%,2016
Porfirio Cano,2,0,0,0,$480.00,$240.00,0.00%,0,0.00%,2016
Manuel Ramos,3,0,0,0,$450.00,$150.00,0.00%,0,0.00%,2016
Wilfrido Camacho,2,0,0,0,$450.00,$225.00,0.00%,0,0.00%,2016
Benito Jude Baca,1,0,0,0,$447.00,$447.00,0.00%,0,0.00%,2016
Vilmarie Delgado,1,0,0,0,$441.00,$441.00,0.00%,0,0.00%,2016
Esgar Ramirez,1,0,0,0,$435.00,$435.00,0.00%,0,0.00%,2016
Martin Felix,1,0,0,0,$435.00,$435.00,0.00%,0,0.00%,2016
Ramiro Reyes,1,0,0,0,$432.00,$432.00,0.00%,0,0.00%,2016
Juan A. Delgado,2,0,0,0,$430.00,$215.00,0.00%,0,0.00%,2016
Austin Ruhe,3,0,0,0,$426.00,$142.00,0.00%,0,0.00%,2016
Killian K. Hennessy,7,0,0,0,$420.00,$60.00,0.00%,0,0.00%,2016
Joel Aranda,3,0,0,0,$416.00,$139.00,0.00%,0,0.00%,2016
Orlando Baldillez,5,0,0,0,$405.00,$81.00,0.00%,0,0.00%,2016
Francisco Valentin,5,0,0,0,$401.00,$80.00,0.00%,0,0.00%,2016
Guillermo Suarez,1,0,0,0,$400.00,$400.00,0.00%,0,0.00%,2016
Julio De La Torre,1,0,0,0,$400.00,$400.00,0.00%,0,0.00%,2016
Manuel Segundo,1,0,0,0,$400.00,$400.00,0.00%,0,0.00%,2016
"Severiano Martinez, Jr.",1,0,0,0,$400.00,$400.00,0.00%,0,0.00%,2016
Sylvia Maria Yetsook,2,0,0,0,$400.00,$200.00,0.00%,0,0.00%,2016
Arturo Garcia Rosales,6,0,0,0,$399.00,$67.00,0.00%,0,0.00%,2016
Luis Peralta,4,0,0,0,$394.00,$99.00,0.00%,0,0.00%,2016
"Rafael Mojica, Sr.",5,0,0,0,$391.00,$78.00,0.00%,0,0.00%,2016
Alfredo Barajas,1,0,0,0,$390.00,$390.00,0.00%,0,0.00%,2016
Luciano Duenez,2,0,0,0,$370.00,$185.00,0.00%,0,0.00%,2016
Raphael Romero,1,0,1,0,$363.00,$363.00,0.00%,1,100.00%,2016
Michael Alan Cazares,4,0,0,0,$357.00,$89.00,0.00%,0,0.00%,2016
Abel Romo Molina,3,0,0,0,$352.00,$117.00,0.00%,0,0.00%,2016
Wilfredo L. Gotay,2,0,0,0,$345.00,$173.00,0.00%,0,0.00%,2016
Schad Ruhe,4,0,0,0,$340.00,$85.00,0.00%,0,0.00%,2016
Jose Enrique Ortiz,1,0,0,0,$328.00,$328.00,0.00%,0,0.00%,2016
Omar Reyes,1,0,0,0,$320.00,$320.00,0.00%,0,0.00%,2016
Ronney Betancourt,3,0,0,0,$320.00,$107.00,0.00%,0,0.00%,2016
Chad Ekins,3,0,0,0,$306.00,$102.00,0.00%,0,0.00%,2016
Alejandro Landeros Zuniga,3,0,0,0,$300.00,$100.00,0.00%,0,0.00%,2016
Isaac Castillo,2,0,0,0,$300.00,$150.00,0.00%,0,0.00%,2016
"Jorge A. Monserrate, Jr.",3,0,0,0,$300.00,$100.00,0.00%,0,0.00%,2016
Julio Alberto Rodriguez,3,0,0,0,$300.00,$100.00,0.00%,0,0.00%,2016
L. Salvador Martinez,2,0,0,0,$294.00,$147.00,0.00%,0,0.00%,2016
Ramon L. Sanchez,1,0,0,0,$293.00,$293.00,0.00%,0,0.00%,2016
Edwin Soto,2,0,0,0,$290.00,$145.00,0.00%,0,0.00%,2016
Shanley Jackson,1,0,0,0,$255.00,$255.00,0.00%,0,0.00%,2016
Gilberto Laiz,2,0,0,0,$250.00,$125.00,0.00%,0,0.00%,2016
Joanne McDaid-Flores,1,0,0,0,$250.00,$250.00,0.00%,0,0.00%,2016
Julissa Laredo,1,0,0,0,$250.00,$250.00,0.00%,0,0.00%,2016
David E. Quintana,2,0,0,0,$230.00,$115.00,0.00%,0,0.00%,2016
Diego Rodriguez,2,0,0,0,$210.00,$105.00,0.00%,0,0.00%,2016
Jhonatan Mendoza,2,0,0,0,$200.00,$100.00,0.00%,0,0.00%,2016
Luis Ortiz,2,0,0,0,$200.00,$100.00,0.00%,0,0.00%,2016
Nestor Duran,2,0,0,0,$200.00,$100.00,0.00%,0,0.00%,2016
I Gonzalez,2,0,0,0,$195.00,$98.00,0.00%,0,0.00%,2016
Hugo Marinelarena,1,0,0,0,$190.00,$190.00,0.00%,0,0.00%,2016
Miguel Barboza,2,0,0,0,$187.00,$94.00,0.00%,0,0.00%,2016
Fernando Camacho,2,0,0,0,$177.00,$89.00,0.00%,0,0.00%,2016
Cecilio Penalba,1,0,0,0,$170.00,$170.00,0.00%,0,0.00%,2016
Doug Frink,2,0,0,0,$170.00,$85.00,0.00%,0,0.00%,2016
David Reyes-Frisby,2,0,0,0,$164.00,$82.00,0.00%,0,0.00%,2016
Pedro Monterrey,1,0,0,0,$150.00,$150.00,0.00%,0,0.00%,2016
Joe A. Martinez,3,0,0,0,$144.00,$48.00,0.00%,0,0.00%,2016
Luan Machado,1,0,0,0,$140.00,$140.00,0.00%,0,0.00%,2016
Manuel A. Melean,1,0,0,0,$140.00,$140.00,0.00%,0,0.00%,2016
Jorge Fuller Vargas,1,0,0,0,$130.00,$130.00,0.00%,0,0.00%,2016
Lance Lee Bullock,3,0,0,0,$128.00,$43.00,0.00%,0,0.00%,2016
Cesar G. Esqueda,1,0,0,0,$127.00,$127.00,0.00%,0,0.00%,2016
Damon Silveira,3,0,0,0,$125.00,$42.00,0.00%,0,0.00%,2016
Santos Noe Chavez,1,0,0,0,$125.00,$125.00,0.00%,0,0.00%,2016
Christian G. Dominguez,1,0,0,0,$120.00,$120.00,0.00%,0,0.00%,2016
Albert T. Medrano,1,0,0,0,$114.00,$114.00,0.00%,0,0.00%,2016
Felix Cruz,1,0,0,0,$110.00,$110.00,0.00%,0,0.00%,2016
Diana M. Griffis,1,0,0,0,$103.00,$103.00,0.00%,0,0.00%,2016
Claudio Ponce Aguilar,1,0,0,0,$100.00,$100.00,0.00%,0,0.00%,2016
Gaspar Garcia,1,0,0,0,$100.00,$100.00,0.00%,0,0.00%,2016
Ignacio Bustamante,1,0,0,0,$100.00,$100.00,0.00%,0,0.00%,2016
Jose Vargas,1,0,0,0,$100.00,$100.00,0.00%,0,0.00%,2016
Jose Gustavo Tapia,1,0,0,0,$100.00,$100.00,0.00%,0,0.00%,2016
Juan S. Linares,1,0,0,0,$100.00,$100.00,0.00%,0,0.00%,2016
Jose Daniel Ruiz,1,0,0,0,$95.00,$95.00,0.00%,0,0.00%,2016
Sebastian Sang,1,0,0,0,$94.00,$94.00,0.00%,0,0.00%,2016
Adrian Gonzales,1,0,0,0,$92.00,$92.00,0.00%,0,0.00%,2016
Manuel J. Guillen,1,0,0,0,$90.00,$90.00,0.00%,0,0.00%,2016
Paul H. Nieto,1,0,0,0,$90.00,$90.00,0.00%,0,0.00%,2016
Randy Mowers,1,0,0,0,$90.00,$90.00,0.00%,0,0.00%,2016
Lewis P. Akers,1,0,0,0,$73.00,$73.00,0.00%,0,0.00%,2016
Josue I. Vargas,1,0,0,0,$71.00,$71.00,0.00%,0,0.00%,2016
Shelbi A. Kurtz,1,0,0,0,$71.00,$71.00,0.00%,0,0.00%,2016
Carlos W. Marquez,1,0,0,0,$70.00,$70.00,0.00%,0,0.00%,2016
Scott Horn,1,0,0,0,$66.00,$66.00,0.00%,0,0.00%,2016
Jesus Munoz Villalobos,1,0,0,0,$50.00,$50.00,0.00%,0,0.00%,2016
Rick J. Oliver,2,0,0,0,$45.00,$23.00,0.00%,0,0.00%,2016
Alexis Valdez,2,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Brison Thibodeaux,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
John Raul Valenzuela Jr.,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Jordan Hadley,2,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Jose Guerro,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Jose A. Rodriguez,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Jose J. Sanchez,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Joshua Javier Rodriguez,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Kaymarie Kreidel,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Kortez Walker,2,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Liandro Atempa,3,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Manuel Estrada,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Miguel V. Fuentes,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Monica Kay Stanley,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Nason L. Eschete,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Oscar Cordova,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016
Valentin Melenciano,1,0,0,0,$0.00,$0.00,0.00%,0,0.00%,2016

